title,type,description,release_year,runtime,genres,production_countries,tmdb_popularity,Actors
Police Academy,MOVIE,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",1984,97,'crime';'comedy','US',25.533,Steve Guttenberg;Kim Cattrall;G.W. Bailey;Bubba Smith;Donovan Scott;George Gaynes;Andrew Rubin;David Graf;Leslie Easterbrook;Michael Winslow;Debralee Scott;Bruce Mahler;Ted Ross;Scott Thomson;Brant von Hoffman;Marion Ramsey;Roger Dunn;Joyce Gordon;Georgina Spelvin;Hugh Wilson;T.J. Scott;John Sampson;Dar Robinson;Kay Hawtrey;John Hawkes;Charles W. Gray;Suzanne Barker;Dwayne McLean;Danny Lima;Danny Pawlick;Bob Collins;Gene Mack;Gino Marrocco;David Clement;J. Winston Carroll;Wally Bondarenko;F. Braun McAsh;Marco Bianco;Fred Brigham;James Bearden;Gary Farmer;Barry Greene;Araby Lockhart;Beth Amos;Bruce McFee;Michael J. Reynolds;Don Lake;George R. Robertson;Doug Lennox;Wink Roberts;Hugh Wilson
Christine,MOVIE,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",1983,110,'horror';'thriller';'european','US',23.418,Keith Gordon;John Stockwell;Alexandra Paul;Robert Prosky;Harry Dean Stanton;Christine Belford;Roberts Blossom;William Ostrander;David Spielberg;Malcolm Danare;Steven Tash;Stuart Charno;Kelly Preston;Marc Poppel;Robert Darnell;Douglas Warhit;Richard Collier;Bruce French;Keri Montgomery;Jan Burrell;Charles Steak;Art Evans;John Richard Petersen;John Carpenter
Knight Rider,SHOW,"Michael Long, an undercover police officer, is shot while investigating a case and left for dead by his assailants. He is rescued by Wilton Knight, a wealthy, dying millionaire and inventor who arranges life-saving surgery, including a new face and a new identity--that of Michael Knight. Michael is then given a special computerized and indestructible car called the Knight Industries Two Thousand (nicknamed KITT), and a mission: apprehend criminals who are beyond the reach of the law. The series depicts Michael's exploits as he and KITT battle the forces of evil on behalf of the Foundation for Law and Government.",1982,51,'scifi';'action';'crime';'drama','US',50.267,David Hasselhoff;Edward Mulhare;William Daniels;Patricia McPherson;Peter Parros
Thomas & Friends,SHOW,"Thomas & Friends is a British children's television series, which had its first broadcast on the ITV network on 4 September 1984. It is based on The Railway Series of books by the Reverend Wilbert Awdry and his son, Christopher Awdry. These books deal with the adventures of a group of anthropomorphised locomotives and road vehicles who live on the fictional Island of Sodor. The books were based on stories Wilbert told to entertain his son, Christopher during his recovery from measles. From Series one to four, many of the stories are based on events from Awdry's personal experience.",1984,10,'animation';'family';'comedy';'fantasy';'drama';'action';'music','GB',42.196,Rachael Louise Miller
Saved by the Bell,SHOW,"Lovable schemer Zack Morris leads his pals on adventures at California's Bayside High School. The friends navigate relationships, final exams, school dances, breakups and more while frequently frustrating their principal, Mr. Richard Belding, who does his best to keep them in check.",1989,23,'family';'comedy';'romance','US',19.855,Mark-Paul Gosselaar;Mario López;Dustin Diamond;Lark Voorhies;Dennis Haskins
Awakenings,MOVIE,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",1990,120,'drama';'european','US',12.23,Robert De Niro;Robin Williams;John Heard;Julie Kavner;Penelope Ann Miller;Ruth Nelson;Max von Sydow;Anne Meara;Dexter Gordon;George Martin;Alice Drummond;Richard Libertini;Laura Esterman;Barton Heyman;Judith Malina;Mary Alice;Keith Diamond;Bradley Whitford;John Christopher Jones;Mary Catherine Wright;Jayne Haynes;Le Clanché du Rand;Yusef Bulos;Steven Randazzo;Gloria Harper;Gwyllum Evans;Steve Vinovich;Tiger Haynes;Harvey Miller;Tanya Berezin;Peter Stormare;Shane Fistell;Waheedah Ahmad;Charles Keating;Christina Huertes;Linda Burns;Judy Jacksina;Gary Tacon;Rico Elias;Mel Gorham;Chris Carolan;Debra Kovner-Zaks;Vin Diesel;Max Rabinowitz;Byron Utley;Anthony McGowen;Paul Montgomery;Leonard Tepper;Vincent Pastore;Howard Feller;Libby Titus;Michael Hyde;Tomislav Novakovic;Adam Bryant;Anthony J. Nici;Oliver Block;Buck Smith;Joan E. MacIntosh;Harry L. Seddon;Jack Mulcahy;Penny Marshall
Wheel of Fortune,SHOW,"This game show sees contestants solve word puzzles, similar to those used in Hangman, to win cash and prizes determined by spinning a giant carnival wheel.",1983,26,'family','US',5.935,Vanna White;Pat Sajak
National Lampoon's Christmas Vacation,MOVIE,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",1989,97,'comedy';'european','US',18.862,Chevy Chase;Beverly D'Angelo;Juliette Lewis;Johnny Galecki;John Randolph;Diane Ladd;E.G. Marshall;Doris Roberts;Randy Quaid;Miriam Flynn;Cody Burger;Ellen Hamilton Latzen;William Hickey;Mae Questel;Sam McMurray;Nicholas Guest;Julia Louis-Dreyfus;Nicolette Scorsese;Keith MacKechnie;Brian Doyle-Murray;Natalija Nogulich;Tony Epper;Billy Hank Hooker;Alexander Folk;Jeremy Roberts;Woody Weaver;Michael Kaufman;Devin Bailey;Frank Foti Jr.;Traci Kochendorfer;Jeremiah S. Chechik
Lean On Me,MOVIE,"When principal Joe Clark takes over decaying Eastside High School, he's faced with students wearing gang colors and graffiti-covered walls. Determined to do anything he must to turn the school around, he expels suspected drug dealers, padlocks doors and demands effort and results from students, staff and parents. Autocratic to a fault, this real-life educator put it all on the line.",1989,105,'drama','US',19.449,Morgan Freeman;Beverly Todd;Robert Guillaume;Ethan Phillips;Lynne Thigpen;Michael Beach;Tony Todd;Karen Malina White;Alan North;Robin Bartlett;Sandra Reaves-Phillips;Sloane Shelton;Jermaine Hopkins;Karina Arroyave;Ivonne Coll;Regina Taylor;Michael P. Moran;John Ring;Mike Starr;Michael Imperioli;Jennifer McComb;Delilah Cotto;Anthony Figueroa;Jim Moody;John G. Avildsen
Eddie Murphy Raw,MOVIE,"Eddie Murphy delights, shocks and entertains with dead-on celebrity impersonations, observations on '80s love, sex and marriage, a remembrance of Mom's hamburgers and much more.",1987,90,'comedy';'documentation','US',7.992,Eddie Murphy;Tatyana Ali;Billie Allen;Samuel L. Jackson;Deon Richmond;Barbara Harris;J. D. Hall;James Brown III;Tiger Haynes;Eyde Byrde;Birdie M. Hale;Clebert Ford;Leonard Jackson;Jody Jones;Michelle Davison;Geri Gibson;Robert Townsend
She's Gotta Have It,MOVIE,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",1986,84,'romance';'comedy','US',7.416,Tracy Camilla Johns;Tommy Redmond Hicks;John Canada Terrell;Spike Lee;Raye Dowell;Joie Lee;S. Epatha Merkerson;Bill Lee;Cheryl Burr;Aaron Dugger;Stephanie Covington;Renata Cobbs;Cheryl D. Singleton;Monty Ross;Tiziano Cortini;Erik Dellums;Reginald Hudlin;Eric Payne;Gerard Brown;Ernest R. Dickerson;Eric Wilkins;Fab 5 Freddy;Scott Sillers;Geoffrey Garfield;Kathy Banks;Steve Nicks;Steve Ning;Spike Lee
Major Dad,SHOW,"Major Dad is an American sitcom created by Richard C. Okie and John G. Stephens, developed by Earl Pomerantz, that originally ran from 1989 to 1993 on CBS, starring Gerald McRaney as Major John D. MacGillis and Shanna Reed as his wife Polly. The cast also includes Beverly Archer, Matt Mulhern, Jon Cypher, Marisa Ryan, Nicole Dubuc and Chelsea Hertford.",1989,24,'comedy';'family','US',9.849,Gerald McRaney;Shanna Reed;Matt Mulhern;Jon Cypher;Beverly Archer;Marisa Ryan;Nicole Dubuc;Chelsea Hertford
Endless Love,MOVIE,"Two young kids fall in love with each other. But the passion is too consuming for the parents of Jade. The parents try to stop them from seeing each other. But when this doesn't work, David burns down the house and is sent away. This doesn't stop him from seeing her. When he gets out he goes to look for her. But the passion for his first love is too strong and she has to leave.",1981,116,'romance';'drama','US',19.116,Brooke Shields;Martin Hewitt;Shirley Knight;Don Murray;Richard Kiley;Beatrice Straight;Penelope Milford;James Spader;Ian Ziering;Jami Gertz;Tom Cruise;Jeff Marcus;Jamie Bernstein;Walt Gorney;Billie Perkins;Franco Zeffirelli
Danger Mouse,SHOW,"Danger Mouse, the world's greatest secret agent, and his side-kick Penfold work to foil the evil schemes of Baron Greenback.",1981,14,'animation';'comedy';'family';'scifi';'european','GB',8.55,David Jason;Terry Scott;Edward Kelsey;Brian Trueman
Vaashi,MOVIE,"Ebin Mathew, a budding lawyer ambitiously joins hands with his advocate friend Madhavi Mohan, to share a new office space in order for them to start their independent careers. Their relationship gets strained when they land on opposite ends of a case.",1983,123,'drama';'thriller','IN',3.79,Tovino Thomas;Keerthy Suresh;Kottayam Ramesh;Nandhu;Baiju Santhosh;Rony David Raj;Anu Mohan;Maya Viswanath;Maya Menon;Anagha Narayanan;Rj Raghu;G Suresh Kumar;Sreelakshmi;Vishnu Raghav
Mobile Suit Gundam: Char's Counterattack,MOVIE,In UC 0093 the Federation has recovered from its defeat and has created a new anti-colonial special forces unit to deal with rebel forces: Londo Bell. Elsewhere in space Char Aznable re-appears out of self imposed hiding with a declaration that he now commands his own Neo-Zeon movementand intends to force the emigration of Earth's inhabitants to space by bringing about an apocalypse.,1988,119,'scifi';'animation';'action';'drama';'war','JP',8.092,Shuuichi Ikeda;Toru Furuya;Fuyumi Shiraishi;Hirotaka Suzuoki;Kazue Ikura;Koichi Yamadera;Maria Kawamura;Mayumi Shou;Mitsuki Yayoi;Nozomu Sasaki;Shingo Hiromori;Shinobu Adachi;Yoshiko Sakakibara;Yoshiyuki Tomino
Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,"After managing to survive attacks by Zeon's Char Aznable and Garma Zabi, the crew of Federation warship White Base and its mobile suits must battle Zeon forces through Asia, Europe, and the Atlantic Ocean if they are to reach Earth Federation's headquarters alive. During that process many of its crewmembers must overcome their fears, losses, immaturities, and insecurities in order to survive.",1981,133,'animation';'scifi';'action';'drama';'war','JP',13.125,Toru Furuya;Shuuichi Ikeda;Hirotaka Suzuoki;Fuyumi Shiraishi;Kiyonobu Suzuki;Masashi Hirose;Shozo Iizuka;Kaneto Shiozawa;Yumi Nakatani;Yasuo Matsumura;Keiko Toda;Toshio Furukawa;Rumiko Ukai;Yō Inoue;Yoshiyuki Tomino
Fireman Sam,SHOW,"Follow the adventures of fireman Sam and his colleagues as they protect the citizens of the Welsh town of Pontypandy. Whenever the alarm sounds, brave Sam and his co-workers can be counted on to jump into a fire engine, hop onto a helicopter, or even launch an inflatable lifeboat to battle blazes, mount rescue missions, or provide medical attention to those in need.",1987,10,'animation';'comedy';'family';'crime';'european','GB',37.647,Steven Kynman;David Carling;Su Douglas;Tegwen Tucker;Harriet Kershaw;Alex Lowe;Jo Wyatt;Ifan Huw Dafydd;John Hasler;Nigel Whitmey;Gary Andrews
Sam Kinison: Breaking the Rules,MOVIE,"This is a great performance. Through yelling and energetic story-telling, he talks about marriage, drugs, being arrested (thanks to his ex-wife), pleasing women, religion, and much, much more.",1987,50,'comedy';'documentation','US',1.843,Sam Kinison;Denise Gallup;Dian Gallup;Hugh Hefner;Walter C. Miller
Waiting for the Hearse,MOVIE,"Mama Cora, who is almost eighty years old, has three sons and a daughter. She lives with one of them, who has serious financial problems. The family meets one day to celebrate an anniversary meal, and that is when the problem arises: which of them will take care of her?",1985,87,'comedy','AR',7.81,Luis Brandoni;China Zorrilla;Antonio Gasalla;Julio De Grazia;Betiana Blum;Juan Manuel Tenuta;Mónica Villa;Enrique Pinti;Darío Grandinetti;Cecilia Rossetto;Andrea Tenuta;Lidia Catalano;Clotilde Borella;José Andrada;Miguel Ángel Porro;Gofredo Colombo;Juan Acosta;José Andrada;Alejandro Doria
Tim Allen: Men Are Pigs,MOVIE,"Comedian Tim Allen shares his enthusiasm for power tools, automobiles, grunting, and the myriad obsessions of the American male in this special for the Showtime premium cable network, which was aired a few years before he rose to stardom with the television sitcom Home Improvement.",1990,30,'comedy';'documentation','US',2.482,Tim Allen;Ellen Brown
Mobile Suit Gundam III: Encounters in Space,MOVIE,"Amuro Ray and the rest of the White Base crew, now denominated the 13th Autonomous Corps, return to outer space to support the rest of the Earth Federation forces for the decisive battle against the Duchy of Zeon's forces.",1982,144,'action';'drama';'war';'animation';'scifi','JP',12.741,Toru Furuya;Shuuichi Ikeda;Hirotaka Suzuoki;Kiyonobu Suzuki;Fuyumi Shiraishi;Keiko Han;Banjo Ginga;Mami Koyama;Yasuo Matsumura;Toshio Furukawa;Rumiko Ukai;Hidekatsu Shibata;Makio Inoue;Sherry Lynn;Yō Inoue;Yoshiyuki Tomino
Monty Python Live at the Hollywood Bowl,MOVIE,"Monty Python perform many of their greatest sketches at the Hollywood Bowl, including several from pre-Python days.",1982,81,'comedy';'documentation','GB',6.833,Terry Gilliam;John Cleese;Graham Chapman;Eric Idle;Terry Jones;Michael Palin;Neil Innes;Carol Cleveland;Terry Hughes;Ian MacNaughton
Disco Dancer,MOVIE,"Anil, a street singer, is humiliated and driven out of Bombay along with his mother. However, he soon becomes a famous performer but the enemies from his past try to destroy his hard-earned career.",1982,106,'drama';'romance','IN',7.879,Mithun Chakraborty;Kim;Rajesh Khanna;Om Shivpuri;Karan Razdan;Kalpana Iyer;Om Puri;Gita Siddharth;Yusuf Khan;Bob Christo;Master Chhotu;Baby Pinky;Amarnath Mukherjee;Chandrashekhar;Gauri Verma;Sunil Dhawan;Avtar Singh Gullu;Harbans Darshan M. Arora;Tyrone Aviet;Yunus Parvez;Tun Tun;Yasmin;Bina;Vee Suri;Anjuman;Priyanka Upendra;Babbar Subhash
Agneepath,MOVIE,"The movie depicts the life of a young boy, Vijay (Amitabh Bachchan), whose father gets brutally lynched by a mobster Kancha Cheena. It's a journey of his quest for revenge, which leads him to become a gangster as an adult. Watch out for Amitabh Bachchan in one of the most powerful roles of his career. Will Vijay lose his family in the process of satisfying his vengeance?",1990,174,'drama';'action';'crime','IN',4.062,Amitabh Bachchan;Mithun Chakraborty;Madhavi;Neelam Kothari;Danny Denzongpa;Archana Puran Singh;Alok Nath;Rohini Hattangadi;Tinnu Anand;Vikram Gokhale;Master Manjunath;Sharat Saxena;Goga Kapoor;Avtar Gill;Aanjjan Srivastav;Bob Christo;Mukul Anand
Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,"Steve Martin presents selected sketches from ""Monty Python's Flying Circus (1969)"". It's the well known sketches, though the parrot sketch is not included. Steve Martin has some funny comments on the Pythons.",1989,72,'comedy','GB',1.801,Graham Chapman;John Cleese;Terry Gilliam;Eric Idle;Terry Jones;Michael Palin;Steve Martin;Ian MacNaughton
Too Young The Hero,MOVIE,"TV movie based upon the true story of Calvin Graham, who, as a 12 year old boy, enlisted in the US Navy during WWII.",1988,100,'drama';'war','US',1.485,Ricky Schroder;Debra Mooney;Mary-Louise Parker;Jon DeVries;Buzz Kulik
A Stoning in Fulham County,MOVIE,Religious beliefs clash with the law when an Amish infant is killed in a rural community.,1988,120,'thriller';'crime';'drama','US',1.01,Ron Perlman;Ken Olin;Jill Eikenberry;Gregg Henry;Nicholas Pryor;Brad Pitt;Maureen Mueller;Noble Willingham;Peter Michael Goetz;Theodore Bikel;Olivia Burnette;Bill Allen;Larry Elikann
The Ryan White Story,MOVIE,"The story of Ryan White, a 13-year-old haemophiliac who contracted AIDS from factor VIII, which was used to control this disorder.",1989,102,'drama','US',1.981,Judith Light;Michael Bowen;Nikki Cox;George Dzundza;Sarah Jessica Parker;Mitchell Ryan;Peter Scolari;Grace Zabriskie;George C. Scott;Kathy Wagner;Casey Ellison;Mark Joy;Ryan White;Lukas Haas;Sue Satoris;John Herzfeld
